,venue,address,latitude,longitude,neighborhood,category
969,Dos Salsas,11301 Burnet Rd Bldg 1,30.396948,-97.71946,NORTH BURNET,Mexican Restaurant
970,Freebirds World Burrito,"11101 Burnet Rd, Ste. B130",30.3962168,-97.7195219,NORTH BURNET,Mexican Restaurant
971,Bakery Lorraine,,30.401648085533573,-97.7226861144592,NORTH BURNET,Bakery
972,Perry’s Steakhouse,11801 Domain Blvd,30.404769897460938,-97.72105407714844,NORTH BURNET,Steakhouse
973,Valentina’s Tex Mex BBQ,,30.387372,-97.718497,NORTH BURNET,BBQ Joint
974,Second Bar + Kitchen,3121 Palm Way Ste 101,30.40225765854869,-97.72116873918266,NORTH BURNET,American Restaurant
975,Doc B’s,3001 Palm Way Ste 120,30.40274313685957,-97.71976500749588,NORTH BURNET,Burger Joint
976,RE:FUEL,11601 Domain Dr,30.402772903442383,-97.72354125976562,NORTH BURNET,American Restaurant
977,Earl Campell’s Tacos and Texas Favorites,,30.201942,-97.666954,BERGSTROM,Taco Place
978,Salt Lick Bar-B-Que,3600 Presidential Blvd,30.201996167589094,-97.66778616614194,BERGSTROM,BBQ Joint
979,Haymaker,,30.20202,-97.667946,BERGSTROM,American Restaurant
980,Tacodeli,,30.202118087852234,-97.66848092964635,BERGSTROM,Taco Place
981,Annie's Cafe & Bar,3600 Presidential Blvd,30.20226784973351,-97.66992290221464,BERGSTROM,Café
982,Einstein Bros Bagels,3600 Presidential Blvd,30.20219488028972,-97.66924432224693,BERGSTROM,Bagel Shop
983,The Salt Lick Taco Bar,,30.202018,-97.666953,BERGSTROM,Taco Place
984,De Nada Tacos,South Terminal Austin,30.193453028255856,-97.67092726620494,BERGSTROM,Food Truck
985,Flyrite Chicken,,30.202173,-97.667773,BERGSTROM,Fried Chicken Joint
986,Taqueria Morelos,3100 US Highway 183 S,30.2048921585083,-97.68373489379883,SOUTHEAST,Mexican Restaurant
987,Fara Cafe,3600 Presidential Blvd,30.202369653043366,-97.66687241561367,BERGSTROM,Café
988,Hat Creek Burger Company,,30.202142,-97.667754,BERGSTROM,Burger Joint
989,MAD greens,3600 Presidential Blvd,30.201959,-97.666402,BERGSTROM,Salad Place
990,I Vini,,30.202191509237956,-97.67053998324985,BERGSTROM,Italian Restaurant
991,East Side Pies,,30.201422,-97.667062,BERGSTROM,Pizza Place
992,US food storage truck,7311 Decker Ln,30.295981,-97.620193,DECKER LAKE,Food Truck
993,Dan's Hamburgers,844 Airport Blvd,30.25849694077369,-97.6938085427315,GOVALLE,Burger Joint
994,Al Secreto De La Abuela,817 Airport Blvd,30.256128000000004,-97.692234,JOHNSTON TERRACE,Mexican Restaurant
995,SWOOP House,3012 Gonzales St,30.259371237353825,-97.70672649689097,GOVALLE,New American Restaurant
996,OMG Squee,4607 Bolm Rd,30.26102638244629,-97.69786071777344,GOVALLE,Bakery
997,Casa Colombia,2409 E 7th St,30.260828041346887,-97.71473532165632,HOLLY,South American Restaurant
998,Flyrite Chicken,2129 E 7th St,30.26129518069993,-97.71843694807343,HOLLY,Fast Food Restaurant
999,The Vegan Nom,120 N Loop Blvd,30.255311371946465,-97.7184101308232,HOLLY,Food Truck
1000,Counter Culture,2337 E Cesar Chavez St,30.25460426475247,-97.71788792217042,HOLLY,Vegetarian / Vegan Restaurant
1001,Taqueria Chapala,2101 E Cesar Chavez St,30.25597236164667,-97.72192358224265,HOLLY,Mexican Restaurant
1002,Short Stop,2317 East 7th,30.261262538196934,-97.71725952298229,HOLLY,Fast Food Restaurant
1003,Saigon Le Vendeur,2404 E 7th St,30.26120276820454,-97.71468752703338,GOVALLE,Food Truck
1004,Sunny’s Backyard,,30.2565,-97.701955,GOVALLE,Vegetarian / Vegan Restaurant
1005,Swift Pizza Co,3223 E 7th St,30.257782,-97.704814,GOVALLE,Pizza Place
1006,Juniper,2400 E Cesar Chavez St Ste 304,30.25473844339895,-97.71722420023316,HOLLY,Italian Restaurant
1007,BENTO + PICNIC,1103 E 6th St,30.254059387601302,-97.71523901145164,HOLLY,Food Truck
1008,Austin Terrier,3435 Greystone Dr,30.357321911457916,-97.74842341466474,NORTHWEST HILLS,Sandwich Place
1009,Hai Ky,1931 E Oltorf St,30.230977142763777,-97.73503333045328,PARKER LANE,Vietnamese Restaurant
1010,Opal Divine’s Austin Grill,2200 S Interstate 35,30.234995434190225,-97.74169808802513,SOUTH RIVER CITY,American Restaurant
1011,El Pollo Rico,1945 E Oltorf St,30.230789034424507,-97.7340278867202,PARKER LANE,Mexican Restaurant
1012,McDonald's,500 W William Cannon Dr,30.196976,-97.786301,SWEETBRIAR,Fast Food Restaurant
1013,Whataburger,801 E William Cannon Dr Ste 300,30.1905647,-97.7718488,DITTMAR--SLAUGHTER,Burger Joint
1014,Taco Bell,6511 S Interstate 35,30.190818073485012,-97.76905209483354,BLUFF SPRINGS,Fast Food Restaurant
1015,Aviator Pizza & Drafthouse,,30.194935422117474,-97.77743682539051,SWEETBRIAR,Pizza Place
1016,Applebee's Grill + Bar,6315 S Interstate Highway 35,30.19301826,-97.76754209,BLUFF SPRINGS,American Restaurant
1017,Taco Bell,502 W William Cannon Dr,30.196725404182338,-97.78589635170808,SWEETBRIAR,Fast Food Restaurant
1018,Wendy’s,6428 South I-35,30.19171985785591,-97.77070529760294,SWEETBRIAR,Fast Food Restaurant
1019,Taco Cabana,6430 South Interstate 35 Frontage Road,30.19133059,-97.77103939,SWEETBRIAR,Taco Place
1020,Taco Bueno,,30.191793,-97.772645,SWEETBRIAR,Mexican Restaurant
1021,SUBWAY,6405 S Interstate 35 Ste 130,30.1906242,-97.76784,BLUFF SPRINGS,Sandwich Place
1022,Pizza Patrón,5717 S IH-35 Bldg C,30.197032928466797,-97.76337432861328,BLUFF SPRINGS,Pizza Place
1023,Popeyes Louisiana Kitchen,111 W William Cannon Dr,30.192816424560995,-97.77938179398649,DITTMAR--SLAUGHTER,Fried Chicken Joint
1024,Asiana Indian Cuisine,801 E William Cannon Dr #205,30.19051894030548,-97.77247820549206,DITTMAR--SLAUGHTER,Indian Restaurant
